family_key	headword	members
cristo	cristo	cristo
dilma	dilma	dilma
entrou	entrou	entrou
escolh	escolher	escolher
francisco	francisco	francisco
francê	francês	francês
japão	japão	japão
km	km	km
lidar	lidar	lidar
normalmente	normalmente	normalmente
parabén	parabéns	parabéns
permite	permite	permite
peça	peça	peça | peças
polici	policial	policial
rapidamente	rapidamente	rapidamente
reino	reino	reino
vendo	vendo	vendo
ato	ato	ato | atos
bonito	bonito	bonito | bonitos
categoria	categoria	categoria | categorias
chave	chave	chave | chaves
computad	computador	computador
digo	digo	digo
distância	distância	distância
episódio	episódio	episódio | episódios
espécie	espécie	espécie
gerais	gerais	gerais
mina	minas	minas | mina
new	new	new | news
parceria	parceria	parceria | parcerias
passada	passada	passada | passadas
prefeito	prefeito	prefeito | prefeitos
pós	pós	pós
realizada	realizada	realizada | realizadas
red	redor	redor | red
trabalhadore	trabalhadores	trabalhadores
vermelho	vermelho	vermelho | vermelhos
vindo	vindo	vindo | vindos
votação	votação	votação
vítima	vítima	vítima | vítimas
baixa	baixa	baixa | baixas
carnav	carnaval	carnaval
comerci	comercial	comercial
constituição	constituição	constituição
contrato	contrato	contrato | contratos
documento	documentos	documentos | documento
dúvida	dúvida	dúvida | dúvidas
ficam	ficam	ficam
jogadore	jogadores	jogadores
juiz	juiz	juiz
mesa	mesa	mesa | mesas
naquele	naquele	naquele
negro	negro	negro | negros
paris	paris	paris
participante	participantes	participantes | participante
profissionais	profissionais	profissionais
quantidade	quantidade	quantidade | quantidades
roupa	roupa	roupa | roupas
rússia	rússia	rússia
solução	solução	solução
web	web	web
advogado	advogado	advogado | advogados
afirma	afirma	afirma
afirmou	afirmou	afirmou
alvo	alvo	alvo | alvos
banho	banho	banho
batalha	batalha	batalha | batalhas
combate	combate	combate
comércio	comércio	comércio
contou	contou	contou
daí	daí	daí
droga	drogas	drogas | droga
dê	dê	dê
eduardo	eduardo	eduardo
enorme	enorme	enorme | enormes
entra	entra	entra
estudante	estudantes	estudantes | estudante
face	face	face | faces
falei	falei	falei
ficando	ficando	ficando
fique	fique	fique
física	física	física | físicas
ii	ii	ii
instituiçõe	instituições	instituições
particular	particular	particular
partida	partida	partida | partidas
poderá	poderá	poderá
q	q	q
regiõe	regiões	regiões
seguro	seguro	seguro | seguros
silêncio	silêncio	silêncio
teste	teste	teste | testes
técnico	técnico	técnico | técnicos
violência	violência	violência
y	y	y
ótimo	ótimo	ótimo | ótimos
adoro	adoro	adoro
apresentar	apresentar	apresentar
auto	auto	auto
bahia	bahia	bahia
brasília	brasília	brasília
cheio	cheio	cheio | cheios
comando	comando	comando
decidiu	decidiu	decidiu
deixando	deixando	deixando
destaque	destaque	destaque | destaques
entendo	entendo	entendo
f	f	f
fazia	fazia	fazia
frio	frio	frio
h	h	h
ligação	ligação	ligação
mata	mata	mata
menino	menino	menino | meninos
michael	michael	michael
my	my	my
nisso	nisso	nisso
obt	obter	obter
oficiais	oficiais	oficiais
procurar	procurar	procurar
proteg	proteger	proteger
pt	pt	pt
referência	referência	referência | referências
salvad	salvador	salvador
serra	serra	serra
solo	solo	solo | solos
tradicion	tradicional	tradicional
valore	valores	valores
ama	ama	ama
assistir	assistir	assistir
at	at	at
bonita	bonita	bonita | bonitas
cargo	cargo	cargo | cargos
dança	dança	dança
descobrir	descobrir	descobrir
explicar	explicar	explicar
horário	horário	horário | horários
internacionais	internacionais	internacionais
lima	lima	lima
mestre	mestre	mestre | mestres
padrão	padrão	padrão
praz	prazer	prazer
prefeitura	prefeitura	prefeitura
reforma	reforma	reforma | reformas
representa	representa	representa
resolv	resolver	resolver
so	so	so
tanta	tanta	tanta | tantas
tiro	tiro	tiro | tiros
trabalha	trabalha	trabalha
velocidade	velocidade	velocidade
buscar	buscar	buscar
consegui	consegui	consegui
diretamente	diretamente	diretamente
diário	diário	diário | diários
existência	existência	existência
explica	explica	explica
foco	foco	foco
geralmente	geralmente	geralmente
google	google	google
humana	humana	humana | humanas
jardim	jardim	jardim
link	link	link | links
luiz	luiz	luiz
melhorar	melhorar	melhorar
nasceu	nasceu	nasceu
nove	nove	nove
opção	opção	opção
passagem	passagem	passagem
perceb	perceber	perceber
personagem	personagem	personagem
príncipe	príncipe	príncipe
puta	puta	puta
regime	regime	regime
region	regional	regional
respond	responder	responder
sozinha	sozinha	sozinha
torno	torno	torno
trabalhando	trabalhando	trabalhando
vim	vim	vim
viva	viva	viva | vivas
vá	vá	vá
afin	afinal	afinal
alegre	alegre	alegre
aproximadamente	aproximadamente	aproximadamente
beb	beber	beber
cair	cair	cair
campeonato	campeonato	campeonato
chegando	chegando	chegando
clima	clima	clima
completa	completa	completa
conceito	conceito	conceito | conceitos
crítica	crítica	crítica | críticas
daniel	daniel	daniel
daquele	daquele	daquele | daqueles
detalhe	detalhes	detalhes | detalhe
doce	doce	doce | doces
espanhol	espanhol	espanhol
famoso	famoso	famoso | famosos
funciona	funciona	funciona
fundação	fundação	fundação
gay	gay	gay | gays
jornalista	jornalista	jornalista | jornalistas
lançou	lançou	lançou
londre	londres	londres
mídia	mídia	mídia | mídias
nacionais	nacionais	nacionais
naçõe	nações	nações
oliveira	oliveira	oliveira
perda	perda	perda | perdas
peso	peso	peso | pesos
rosa	rosa	rosa | rosas
venha	venha	venha
antiga	antiga	antiga | antigas
anunciou	anunciou	anunciou
apareceu	apareceu	apareceu
aumentar	aumentar	aumentar
bebê	bebê	bebê | bebês
branca	branca	branca | brancas
chuva	chuva	chuva | chuvas
compra	compra	compra | compras
conforme	conforme	conforme
criada	criada	criada | criadas
der	der	der
devia	devia	devia
escrit	escritor	escritor
fronteira	fronteira	fronteira | fronteiras
funcionário	funcionários	funcionários | funcionário
féria	férias	férias
garantir	garantir	garantir
jorge	jorge	jorge
lançado	lançado	lançado | lançados
literatura	literatura	literatura
madeira	madeira	madeira
máximo	máximo	máximo
nele	nele	nele | neles
padre	padre	padre | padres
pede	pede	pede
pobre	pobre	pobre | pobres
possibilidade	possibilidade	possibilidade | possibilidades
publicação	publicação	publicação
quente	quente	quente | quentes
recentemente	recentemente	recentemente
sabemo	sabemos	sabemos
secretário	secretário	secretário
taxa	taxa	taxa | taxas
teatro	teatro	teatro
terça	terça	terça
universo	universo	universo
usada	usada	usada | usadas
álbum	álbum	álbum
acabei	acabei	acabei
aeroporto	aeroporto	aeroporto | aeroportos
by	by	by
caiu	caiu	caiu
calma	calma	calma
certamente	certamente	certamente
construir	construir	construir
coragem	coragem	coragem
corr	correr	correr
criou	criou	criou
cruz	cruz	cruz
cânc	câncer	câncer
dei	dei	dei
elemento	elementos	elementos | elemento
engraçado	engraçado	engraçado
expressão	expressão	expressão
gênero	gênero	gênero | gêneros
hav	haver	haver
idéia	idéia	idéia | idéias
k	k	k
leis	leis	leis
li	li	li
lua	lua	lua
milhare	milhares	milhares
plataforma	plataforma	plataforma | plataformas
queda	queda	queda | quedas
realizar	realizar	realizar
relacionamento	relacionamento	relacionamento | relacionamentos
resistência	resistência	resistência
revolução	revolução	revolução
set	setor	setor | set
sexu	sexual	sexual
velha	velha	velha | velhas
youtube	youtube	youtube
agente	agentes	agentes | agente
campeão	campeão	campeão
começaram	começaram	começaram
contexto	contexto	contexto
cujo	cujo	cujo | cujos
dentre	dentre	dentre
desafio	desafio	desafio | desafios
dão	dão	dão
eleit	eleitoral	eleitoral | eleitor
eleição	eleição	eleição
escritório	escritório	escritório | escritórios
estará	estará	estará
george	george	george
identidade	identidade	identidade
imediatamente	imediatamente	imediatamente
louco	louco	louco | loucos
mensagen	mensagens	mensagens
oeste	oeste	oeste
passaram	passaram	passaram
pedra	pedra	pedra | pedras
pele	pele	pele
software	software	software | softwares
surpresa	surpresa	surpresa | surpresas
tenta	tenta	tenta
tentativa	tentativa	tentativa | tentativas
teoria	teoria	teoria | teorias
terceira	terceira	terceira
tocar	tocar	tocar
técnica	técnica	técnica | técnicas
índia	índia	índia
academia	academia	academia
característica	características	características | característica
competição	competição	competição
comportamento	comportamento	comportamento | comportamentos
consciência	consciência	consciência
direto	direto	direto
entende	entende	entende
especiais	especiais	especiais
esquec	esquecer	esquecer
exteri	exterior	exterior
fãs	fãs	fãs
gestão	gestão	gestão
gostei	gostei	gostei
inclui	inclui	inclui
influência	influência	influência | influências
naturais	naturais	naturais
oh	oh	oh
operaçõe	operações	operações
orgulho	orgulho	orgulho
port	portal	portal
promoção	promoção	promoção
prédio	prédio	prédio | prédios
quê	quê	quê
verdadeira	verdadeira	verdadeira | verdadeiras
vergonha	vergonha	vergonha
visitar	visitar	visitar
aberta	aberta	aberta | abertas
aceitar	aceitar	aceitar
alegria	alegria	alegria
anim	animal	animal
apresentação	apresentação	apresentação
autoridade	autoridade	autoridade | autoridades
carne	carne	carne
clara	clara	clara | claras
clique	clique	clique
confiança	confiança	confiança
corrida	corrida	corrida | corridas
cuidar	cuidar	cuidar
del	del	del
distribuição	distribuição	distribuição
dito	dito	dito
be	is	is | am | be | are | was
jamais	jamais	jamais
leite	leite	leite
levando	levando	levando
ocorreu	ocorreu	ocorreu
olhando	olhando	olhando
paulista	paulista	paulista
pedindo	pedindo	pedindo
pensamento	pensamento	pensamento | pensamentos
personagen	personagens	personagens
policiais	policiais	policiais
possuem	possuem	possuem
posto	posto	posto | postos
religião	religião	religião
rico	rico	rico | ricos
sentimento	sentimentos	sentimentos | sentimento
tratar	tratar	tratar
veículo	veículos	veículos | veículo
world	world	world
alemanha	alemanha	alemanha
autore	autores	autores
banheiro	banheiro	banheiro
chamou	chamou	chamou
contigo	contigo	contigo
cozinha	cozinha	cozinha
encontrado	encontrado	encontrado | encontrados
escrita	escrita	escrita | escritas
flore	flores	flores
floresta	floresta	floresta | florestas
gol	gol	gol | gols
golpe	golpe	golpe | golpes
gás	gás	gás
impacto	impacto	impacto | impactos
julgamento	julgamento	julgamento
ligar	ligar	ligar
lutar	lutar	lutar
mandar	mandar	mandar
marco	marco	marco | marcos
mor	moral	moral | mor
professora	professora	professora
pés	pés	pés
recebe	recebe	recebe
reconhecimento	reconhecimento	reconhecimento
seguindo	seguindo	seguindo
serve	serve	serve
terem	terem	terem
venda	venda	venda | vendas
video	video	video | videos
volume	volume	volume
acham	acham	acham
alimento	alimentos	alimentos | alimento
capitão	capitão	capitão
cartão	cartão	cartão
cheia	cheia	cheia | cheias
comecei	comecei	comecei
cuja	cuja	cuja | cujas
custo	custo	custo | custos
distrito	distrito	distrito | distritos
década	década	década | décadas
econômica	econômica	econômica | econômicas
enviar	enviar	enviar
equipa	equipa	equipa | equipas
estádio	estádio	estádio | estádios
facto	facto	facto | factos
faixa	faixa	faixa | faixas
g	g	g
ganha	ganha	ganha
harry	harry	harry
irão	irão	irão
j	j	j
linguagem	linguagem	linguagem
matemática	matemática	matemática
máquina	máquina	máquina | máquinas
namorado	namorado	namorado | namorados
ouvi	ouvi	ouvi
palco	palco	palco
parec	parecer	parecer
prazo	prazo	prazo
princesa	princesa	princesa
ricardo	ricardo	ricardo
sensação	sensação	sensação
ótima	ótima	ótima | ótimas
abre	abre	abre
aparec	aparecer	aparecer
assassinato	assassinato	assassinato | assassinatos
assembleia	assembleia	assembleia
bat	bater	bater
bilhõe	bilhões	bilhões
comun	comuns	comuns
depende	depende	depende
devemo	devemos	devemos
domínio	domínio	domínio | domínios
estrela	estrelas	estrelas | estrela
ficaram	ficaram	ficaram
hum	humor	humor | hum
iniciativa	iniciativa	iniciativa | iniciativas
leia	leia	leia
limite	limites	limites | limite
maravilhoso	maravilhoso	maravilhoso | maravilhosos
mato	mato	mato
museu	museu	museu
namorada	namorada	namorada
nascimento	nascimento	nascimento
oferec	oferecer	oferecer
possam	possam	possam
procurando	procurando	procurando
programação	programação	programação
sessão	sessão	sessão
soldado	soldados	soldados | soldado
terminar	terminar	terminar
venc	vencer	vencer
almoço	almoço	almoço
ambient	ambiental	ambiental
bela	bela	bela | belas
cadeia	cadeia	cadeia
cal	calor	calor
capa	capa	capa
chegada	chegada	chegada
curta	curta	curta | curtas
discurso	discurso	discurso | discursos
estudar	estudar	estudar
homenagem	homenagem	homenagem
live	live	live
love	love	love
mail	mail	mail | mails
mandou	mandou	mandou
mantém	mantém	mantém
mapa	mapa	mapa | mapas
medicina	medicina	medicina
merece	merece	merece
né	né	né
ocorre	ocorre	ocorre
pessoais	pessoais	pessoais
ponte	ponte	ponte | pontes
promov	promover	promover
reação	reação	reação
salvar	salvar	salvar
sr	sr	sr
tentou	tentou	tentou
toma	toma	toma
tornando	tornando	tornando
trouxe	trouxe	trouxe
á	á	á
avenida	avenida	avenida
concurso	concurso	concurso
contém	contém	contém
desenho	desenho	desenho | desenhos
divulgação	divulgação	divulgação
dou	dou	dou
enfim	enfim	enfim
estaria	estaria	estaria
exposição	exposição	exposição
ferramenta	ferramentas	ferramentas | ferramenta
formato	formato	formato | formatos
fotografia	fotografia	fotografia | fotografias
gostar	gostar	gostar
inici	inicial	inicial
instituição	instituição	instituição
intenção	intenção	intenção
itália	itália	itália
jame	james	james
marcelo	marcelo	marcelo
milhão	milhão	milhão
nº	nº	nº
organizaçõe	organizações	organizações
passei	passei	passei
perguntar	perguntar	perguntar
perigo	perigo	perigo | perigos
pista	pista	pista | pistas
potenci	potencial	potencial
princípio	princípio	princípio | princípios
raiva	raiva	raiva
sítio	sítio	sítio | sítios
top	top	top
vend	vender	vender
apartamento	apartamento	apartamento | apartamentos
cenário	cenário	cenário | cenários
cliente	clientes	clientes | cliente
complexo	complexo	complexo | complexos
conferência	conferência	conferência | conferências
confira	confira	confira
deram	deram	deram
discutir	discutir	discutir
dom	dom	dom
en	en	en
esforço	esforço	esforço | esforços
europeia	europeia	europeia | europeias
excelente	excelente	excelente
falam	falam	falam
faria	faria	faria
figura	figura	figura | figuras
folha	folha	folha | folhas
habitante	habitantes	habitantes
infância	infância	infância
israel	israel	israel
it	it	it
mau	mau	mau
naquela	naquela	naquela
nela	nela	nela | nelas
oferece	oferece	oferece
pet	peter	peter
precisar	precisar	precisar
pão	pão	pão
querido	querido	querido | queridos
reserva	reserva	reserva | reservas
roberto	roberto	roberto
russo	russo	russo | russos
san	san	san
segura	segura	segura | seguras
sinais	sinais	sinais
socorro	socorro	socorro
tela	tela	tela | telas
tira	tira	tira
vento	vento	vento | ventos
anti	anti	anti
arquivo	arquivos	arquivos | arquivo
atitude	atitude	atitude | atitudes
baseado	baseado	baseado | baseados
bateria	bateria	bateria | baterias
casar	casar	casar
chegaram	chegaram	chegaram
cobertura	cobertura	cobertura
completo	completo	completo
cresc	crescer	crescer
declaração	declaração	declaração
diga	diga	diga
discussão	discussão	discussão
dono	dono	dono | donos
emergência	emergência	emergência
encontram	encontram	encontram
extremamente	extremamente	extremamente
fechar	fechar	fechar
funda	fundamental	fundamental
independência	independência	independência
leão	leão	leão
localização	localização	localização
mínimo	mínimo	mínimo
negra	negra	negra | negras
paul	paul	paul
perdi	perdi	perdi
poderiam	poderiam	poderiam
presidência	presidência	presidência
quadro	quadro	quadro | quadros
quanta	quantas	quantas
